group,rule,text,n,stands_alone,complete,standard,well_formed,expression,model,input_tokens,seconds
strange_name,strange name,"Schulleiter Arnst wünscht sich v.a. das Fach ""Medienbildung"", das es in Brandenburg bislang nicht gibt.",360,0.92,0.97,0.91,0.9,0.49,jev-1.13.0,1058,0.25
strange_name,strange name,"Galerius erkennt, dass diese Politik gescheitert ist.",361,0.5,0.97,0.95,0.94,0.14,jev-1.13.0,1005,0.26
strange_name,strange name,"Natürlich muss man auch mit Dingen rechnen wie gefälschte Impfzertifikate, passiert ja jetzt auch schon bei Testzertifikaten.",362,0.83,0.93,0.91,0.88,0.62,jev-1.13.0,1075,0.3
strange_name,strange name,"Ja. Paco, die war dadrin.",363,0.22,0.87,0.76,0.71,0.18,jev-1.13.0,988,0.36
strange_name,strange name,"Jahre von Noahs Leben."" Die Wassermassen können die fruchtbare Ackerkrume leicht mit sich reißen.",364,0.33,0.3,0.78,0.44,0.36,jev-1.13.0,1052,0.28
strange_name,strange name,Diese traditionellen Gemeinde Gerichte tragen den Namen Gacaca.,365,0.83,0.97,0.84,0.74,0.19,jev-1.13.0,1004,0.24
strange_name,strange name,Am 21. November 2024 hat der Internationale Strafgerichtshof in Den Haag Haftbefehl gegen den israelischen Premierminister Netanjahu und Ex-Verteidigungsminister Joaw Galant erlassen.,366,0.93,0.98,0.94,0.89,0.36,jev-1.13.0,1132,0.29
strange_name,strange name,"Unsere tatarische Umasch, oder so ähnlich, ja. Na ja, sie heißt Rivels.",367,0.43,0.75,0.68,0.5,0.94,jev-1.13.0,1038,0.33
strange_name,strange name,"Man bräuchte gar keine VR-Brillen mehr, sondern würde Direktprojektionen ins Gehirn bekommen und würde das vor seinem inneren Auge sehen.",368,0.89,0.96,0.88,0.79,0.63,jev-1.13.0,1092,0.25
strange_name,strange name,Karla Hinrichs ist Pressesprecherin beim Aufstand der letzten Generation.,369,0.85,0.97,0.91,0.79,0.31,jev-1.13.0,1016,0.33
strange_name,strange name,"Die Infektionszahlen steigen langsam, tausende demonstrieren gegen Corona-Maßnahmen, Urlaubsrückkehrer bringen frisches Virus mit nach Hause, das unbemerkt, nachdem es in Bayern die große Testpanne gab.",370,0.62,0.82,0.81,0.37,0.43,jev-1.13.0,1143,0.4
strange_name,strange name,"Mirco, ist den historischen Galliern Mobbing zuzutrauen?",371,0.76,0.95,0.75,0.67,0.47,jev-1.13.0,1006,0.26
strange_name,strange name,"Luftkämpfe, wie man sie also äh wie man sie sich vorstellt, Jaachpflieger gegen Jaachflieger waren mit der 163 nicht möglich.",372,0.38,0.84,0.55,0.16,0.41,jev-1.13.0,1093,0.52
strange_name,strange name,Zu dem Zeitpunkt hatte Kutcher schon viele Millionen Euro in das damals sechs Jahre alte Start-up aus Schweden investiert und ihm damit zu Wachstum verholfen.,373,0.57,0.97,0.9,0.82,0.63,jev-1.13.0,1107,0.3
strange_name,strange name,"Je nach Umfrage kommt man bei Studenten auf 5-20%, die schon mal zu Hirndoping gegriffen haben, um effektiver oder konzentrierter lernen zu können.",374,0.87,0.97,0.92,0.87,0.68,jev-1.13.0,1105,0.23
strange_name,strange name,"Also beschließt er, das von Dobrynin übermittelte Angebot anzunehmen.",375,0.51,0.97,0.91,0.89,0.17,jev-1.13.0,1022,0.33
strange_name,strange name,"Seine Biografen, eine Biografin, Sonia Purnell, spricht sogar von ""manischer Selbstinszenierung"".",376,0.31,0.96,0.87,0.64,0.44,jev-1.13.0,1045,0.36
strange_name,strange name,"Und doch ist die dritte Generation jetzt ohne Führung: Grams ist tot, Hogefeld verhaftet.",377,0.43,0.96,0.94,0.91,0.46,jev-1.13.0,1044,0.36
strange_name,strange name,"In Düsseldorf gibt es sogar noch einen großen Asia Supermarkt, der “Hanaro Markt” heißt.",378,0.95,0.97,0.93,0.91,0.23,jev-1.13.0,1046,0.33
strange_name,strange name,Anredungsform ist mir jetzt erst mal egal.,379,0.9,0.95,0.86,0.87,0.7,jev-1.13.0,995,0.36
strange_name,strange name,"Bei dieser Festnahme soll er noch ""Allahu Akbar"" gerufen haben, ""Gott ist groß"" auf Arabisch.",380,0.7,0.96,0.92,0.89,0.47,jev-1.13.0,1057,0.36
strange_name,strange name,"Ja. Shiti, Bruder, Bruder, wie geht es dir?",381,0.77,0.8,0.36,0.39,0.57,jev-1.13.0,1005,0.33
strange_name,strange name,Die hängen sich das Judentum doch sowieso nur als Deckmantel um. Das sind in Wahrheit Terroristen und Vaterlandsverräter.,382,0.51,0.91,0.8,0.78,0.68,jev-1.13.0,1082,0.36
unbound,unbound pronoun,Auch wenn es so was in anderen europäischen Ländern durchaus gibt.,383,0.37,0.25,0.78,0.66,0.52,jev-1.13.0,1019,0.36
unbound,unbound pronoun,Sie sind völlig getrennte Wege gegangen.,384,0.77,0.97,0.84,0.72,0.85,jev-1.13.0,994,0.33
unbound,unbound pronoun,Also letztlich ist es ein relativ autoritäres System.,385,0.49,0.95,0.84,0.79,0.5,jev-1.13.0,1002,0.36
unbound,unbound pronoun,Aber wir schaffen das noch.,386,0.71,0.95,0.93,0.94,0.37,jev-1.13.0,981,0.36
unbound,unbound pronoun,Was hat er für seine eigene Bestattung geplant?,387,0.59,0.96,0.92,0.88,0.14,jev-1.13.0,1000,0.24
unbound,unbound pronoun,"Ich komme zu Ihnen, sobald wir mehr wissen.",388,0.83,0.97,0.96,0.95,0.14,jev-1.13.0,1000,0.35
unbound,unbound pronoun,"Auch wenn es illegal werden sollte, braucht er Leute, die zu ihm stehen.",389,0.61,0.96,0.91,0.88,0.64,jev-1.13.0,1030,0.28
unbound,unbound pronoun,"Warum hörst du nicht auf das, was ich sage?",390,0.84,0.97,0.9,0.77,0.51,jev-1.13.0,1007,0.27
unbound,unbound pronoun,Immer wieder gibt es Vorwürfe wegen Gewalt gegen Minderheiten.,391,0.9,0.97,0.96,0.93,0.68,jev-1.13.0,1015,0.25
unbound,unbound pronoun,"Wenn das nicht klappen sollte, dann nur 5 Minuten.",392,0.34,0.69,0.79,0.57,0.24,jev-1.13.0,1007,0.26
unbound,unbound pronoun,Und ihnen letztlich freie Hand lässt.,393,0.16,0.17,0.74,0.52,0.8,jev-1.13.0,988,0.24
unbound,unbound pronoun,"Soll das so weitergehen, dass du dir jede Nacht um die Ohren schlägst?",394,0.56,0.96,0.77,0.65,0.83,jev-1.13.0,1034,0.26
unbound,unbound pronoun,"Deshalb können wir unmöglich wissen, wie es drin wirklich aussieht.",395,0.34,0.97,0.92,0.92,0.38,jev-1.13.0,1020,0.27
unbound,unbound pronoun,Wann können wir sie ernten?,396,0.3,0.96,0.94,0.89,0.07,jev-1.13.0,984,0.32
unbound,unbound pronoun,"Dann schauen wir wo es der andere stehen hat und wenn er es rechts stehen hat, muss er ausweichen.",397,0.3,0.92,0.38,0.24,0.33,jev-1.13.0,1060,0.23
unbound,unbound pronoun,Covid-19 wird es auch genannt.,398,0.46,0.95,0.81,0.67,0.43,jev-1.13.0,986,0.28
unbound,unbound pronoun,Viele von ihnen gibt es schon viele Mrd Jahre länger als die Erde.,399,0.29,0.94,0.66,0.48,0.24,jev-1.13.0,1030,0.23
unbound,unbound pronoun,"Das ist auch kein perfekt abgerundeter Bogen, sondern hat auch abgerundete Ecken wenn man das so nennen kann.",400,0.35,0.95,0.9,0.75,0.32,jev-1.13.0,1066,0.28
unbound,unbound pronoun,Sie hatte einst im Verkehrsministerium den Geldsegen für die Deutsche Bahn mit durchgesetzt.,401,0.68,0.97,0.87,0.77,0.71,jev-1.13.0,1044,0.25
unbound,unbound pronoun,"Das ist, denke ich, das Problem.",402,0.35,0.95,0.94,0.93,0.3,jev-1.13.0,988,0.25
unbound,unbound pronoun,Die es bestimmt auch viel besser machen würde.,403,0.23,0.78,0.75,0.62,0.17,jev-1.13.0,997,0.28
unbound,unbound pronoun,Oder sie werden nach der Reise sehr viel über ihr Leben nachdenken im Futur.,404,0.77,0.91,0.62,0.41,0.2,jev-1.13.0,1035,0.35
unbound,unbound pronoun,"Schau es dir jetzt unbedingt auch noch an, damit du das Thema wirklich verstanden hast.",405,0.66,0.96,0.91,0.88,0.49,jev-1.13.0,1041,0.35
unbound,unbound pronoun,Er hat nichts falsch gemacht!,406,0.88,0.97,0.96,0.95,0.31,jev-1.13.0,982,0.25
unbound,unbound pronoun,Und es würde ihm um Informationen über fremde Kulturen gehen.,407,0.39,0.94,0.87,0.79,0.58,jev-1.13.0,1016,0.28
unbound,unbound pronoun,Sie ist noch auf der Tanzfläche.,408,0.77,0.96,0.96,0.97,0.09,jev-1.13.0,990,0.29
unbound,unbound pronoun,Das kann man also nicht so wirklich als Vergleichswert heranziehen.,409,0.24,0.96,0.92,0.9,0.65,jev-1.13.0,1019,0.24
unbound,unbound pronoun,"Soweit bekannt ist, wird keiner von ihnen jemals wirklich als Jagdflieger eingesetzt.",410,0.48,0.97,0.93,0.92,0.77,jev-1.13.0,1036,0.28
unbound,unbound pronoun,"Es fühlt sich an, als würdest du durch Honig waten.",411,0.83,0.97,0.94,0.89,0.68,jev-1.13.0,1016,0.35
unbound,unbound pronoun,"Oh nein, das hört sich nicht gut an. Ich werde ins Krankenhaus fahren.",412,0.57,0.88,0.94,0.91,0.63,jev-1.13.0,1030,0.39
unbound,unbound pronoun,"Ich gebe Ihnen so viel Geld, wie Sie möchten!",413,0.93,0.97,0.94,0.91,0.2,jev-1.13.0,1006,0.33
unbound,unbound pronoun,Die würde man dann noch hinter die Minuten schreiben.,414,0.17,0.91,0.75,0.6,0.17,jev-1.13.0,1005,0.36
unbound,unbound pronoun,"Gibt es nichts in Ihrem Leben, wofür Sie sterben würden?",415,0.93,0.97,0.91,0.86,0.35,jev-1.13.0,1019,0.36
unbound,unbound pronoun,Ja das können wir für Sie veranlassen.,416,0.54,0.97,0.92,0.95,0.41,jev-1.13.0,994,0.33
unbound,unbound pronoun,Er schuf es als Reaktion auf die Zerstörung der Stadt Guernica im Spanischen Bürgerkrieg.,417,0.25,0.94,0.88,0.82,0.57,jev-1.13.0,1052,0.36
unbound,unbound pronoun,"Ja, er ist nicht wohlhabend.",418,0.9,0.97,0.93,0.93,0.14,jev-1.13.0,986,0.36
unbound,unbound pronoun,"Das hoffe ich für dich, Stinkerton.",419,0.35,0.96,0.9,0.9,0.22,jev-1.13.0,993,0.33
unbound,unbound pronoun,Wir hätten das nicht tun sollen.,420,0.71,0.97,0.96,0.95,0.14,jev-1.13.0,986,0.36
unbound,unbound pronoun,Sie heißt Haithabu und liegt zwischen Flensburg und Kiel.,421,0.8,0.97,0.96,0.94,0.08,jev-1.13.0,1008,0.36
unbound,unbound pronoun,"Naja, wenn du unbedingt möchtest können wir das schon machen.",422,0.5,0.96,0.89,0.84,0.9,jev-1.13.0,1015,0.33
unbound,unbound pronoun,"Das hat mir gut gefallen, mit der Steinfensterbank.",423,0.44,0.93,0.86,0.77,0.35,jev-1.13.0,1005,0.36
unbound,unbound pronoun,Es war nur ein Darlehen.,424,0.78,0.97,0.97,0.97,0.1,jev-1.13.0,982,0.36
unbound,unbound pronoun,Wofür er Ensembles Studios bewährte Genie-Engine nutzen wollte.,425,0.35,0.2,0.57,0.29,0.14,jev-1.13.0,1020,0.28
unbound,unbound pronoun,"Er hat gesagt, dass sein Privatleben mich nichts angeht.",426,0.92,0.97,0.95,0.92,0.66,jev-1.13.0,1012,0.29
unbound,unbound pronoun,"Um ehrlich zu sein war es kein er, sondern eine sie.",427,0.76,0.96,0.84,0.77,0.87,jev-1.13.0,1013,0.3
unbound,unbound pronoun,Wollen Sie ein großes Handy oder ein kleines Handy?,428,0.95,0.97,0.95,0.93,0.06,jev-1.13.0,1005,0.26
unbound,unbound pronoun,Sie hat ihre Erinnerung verloren.,429,0.92,0.97,0.95,0.91,0.51,jev-1.13.0,984,0.28
unbound,unbound pronoun,Hier ist er. Hä? Es ist doch Herze.,430,0.32,0.7,0.73,0.52,0.42,jev-1.13.0,1000,0.22
unbound,unbound pronoun,"Das wird schon wieder, Herr Kunze.",431,0.32,0.95,0.86,0.8,0.62,jev-1.13.0,990,0.26
unbound,unbound pronoun,Gibt es dafür einen wissenschaftlichen Grund?,432,0.21,0.96,0.97,0.96,0.17,jev-1.13.0,995,0.34
unbound,unbound pronoun,Markus hat schon viel von Ihnen erzählt.,433,0.59,0.97,0.94,0.94,0.16,jev-1.13.0,995,0.26
unbound,unbound pronoun,"D. h., wenn ihr schon etwas länger mit der App unterwegs seid, dann könntet ihr auch betroffen sein.",434,0.44,0.82,0.71,0.57,0.63,jev-1.13.0,1065,0.28
unbound,unbound pronoun,"Das ist jetzt nur ein ganz kleines Detail, aber wieder ein Steinchen im Mosaik eurer schönen Gestaltung beim Blockflöte spielen.",435,0.6,0.96,0.9,0.78,0.75,jev-1.13.0,1080,0.27
unbound,unbound pronoun,Deshalb kannst du sie streichen.,436,0.27,0.96,0.93,0.9,0.26,jev-1.13.0,984,0.32
unbound,unbound pronoun,Das müsst ihr unbedingt wiederholen.,437,0.43,0.97,0.95,0.95,0.24,jev-1.13.0,989,0.31
unbound,unbound pronoun,"Wenn ihr das Video noch nicht geschaut habt, macht das gern.",438,0.68,0.97,0.91,0.9,0.24,jev-1.13.0,1015,0.26
unbound,unbound pronoun,Er hat ein wenig Schnupfen und Husten.,439,0.95,0.97,0.95,0.92,0.12,jev-1.13.0,996,0.26
unbound,unbound pronoun,"Ihr seht, es ist wahnsinnig kompliziert.",440,0.83,0.95,0.9,0.91,0.37,jev-1.13.0,999,0.28
unbound,unbound pronoun,Können Sie die Tür öffnen?,441,0.96,0.96,0.98,0.98,0.09,jev-1.13.0,985,0.29
unbound,unbound pronoun,"Wenn es nur ein bisschen deutlicher wä, dann könnte man erkennen, in welchem Hafen die Schiffe da registriert sind.",442,0.54,0.9,0.6,0.21,0.26,jev-1.13.0,1074,0.27
unbound,unbound pronoun,"Nein, ich weiß nicht, was mit ihm los ist.",443,0.62,0.97,0.96,0.96,0.84,jev-1.13.0,1005,0.24
unbound,unbound pronoun,"Er baut eine zentrale Verwaltung auf, gründet eine nationale Armee und fördert Industrie und Infrastruktur.",444,0.84,0.97,0.96,0.94,0.38,jev-1.13.0,1056,0.28
unbound,unbound pronoun,"Das macht nur etwas mit uns, das heißt dass die Reservate der Stille irgendwie kleiner werden, dass sie schwinden.",445,0.23,0.93,0.88,0.79,0.49,jev-1.13.0,1068,0.29
unbound,unbound pronoun,Du hast es selbst gesagt es existiert nicht.,446,0.67,0.95,0.87,0.81,0.18,jev-1.13.0,1000,0.28
unbound,unbound pronoun,"Das ist lustig, dass du das sagst.",447,0.53,0.97,0.95,0.93,0.25,jev-1.13.0,996,0.23
unbound,unbound pronoun,"Die hat dazu heute gesagt, wir müssen das erst einmal analysieren.",448,0.27,0.95,0.8,0.74,0.51,jev-1.13.0,1020,0.3
unbound,unbound pronoun,Aber sie sind echt schlecht.,449,0.36,0.95,0.93,0.94,0.09,jev-1.13.0,983,0.28
unbound,unbound pronoun,Hier gibt es nur was für Touristen.,450,0.85,0.96,0.85,0.91,0.26,jev-1.13.0,993,0.25
unbound,unbound pronoun,Sie war nirgendwo in dem Haus und alles brennt.,451,0.79,0.94,0.85,0.74,0.1,jev-1.13.0,1006,0.68
unbound,unbound pronoun,"Und daran konnte ich erkennen, dass sie ihn nicht mag.",452,0.4,0.96,0.94,0.92,0.25,jev-1.13.0,1012,0.32
unbound,unbound pronoun,"Das weicht meistens so um 0,3 %, 0,4 %, 0,5 % ab, in der Regel.",453,0.32,0.91,0.89,0.82,0.64,jev-1.13.0,1050,0.37
unbound,unbound pronoun,"Äh, wo ist der eigentlich?",454,0.19,0.87,0.83,0.76,0.27,jev-1.13.0,984,0.36
unbound,unbound pronoun,"Nein, es soll ein Junge sein.",455,0.7,0.96,0.92,0.91,0.21,jev-1.13.0,990,0.29
unbound,unbound pronoun,"Und das war wirklich sehr, sehr wichtig und deswegen wünsche ich dir, dass du immer die erste Person bist, die an dich glaubt.",456,0.65,0.96,0.93,0.9,0.39,jev-1.13.0,1088,0.41
unbound,unbound pronoun,"Und die werden hier in den Boden gekloppt, dass die Löcher nachher übereinstimmen.",457,0.3,0.91,0.75,0.75,0.27,jev-1.13.0,1041,0.35
unbound,unbound pronoun,Sie war wirklich sehr nett.,458,0.74,0.97,0.97,0.96,0.08,jev-1.13.0,980,0.29
unbound,unbound pronoun,Es klappt sogar mit dem Pürierstab.,459,0.45,0.95,0.94,0.94,0.29,jev-1.13.0,992,0.4
unbound,unbound pronoun,Warum hast du es so eilig?,460,0.87,0.96,0.96,0.96,0.47,jev-1.13.0,988,0.25
unbound,unbound pronoun,Ich will es nicht wissen.,461,0.88,0.97,0.95,0.93,0.3,jev-1.13.0,978,0.32
unbound,unbound pronoun,"Du hast es nur erlegen können, weil die Prinzessin da war.",462,0.47,0.96,0.69,0.5,0.27,jev-1.13.0,1019,0.3
unbound,unbound pronoun,"Also, es war eine spirituelle Sache für dich.",463,0.69,0.95,0.91,0.89,0.26,jev-1.13.0,1001,0.33
unbound,unbound pronoun,"Es ist längst nicht mehr so vorhersehbar, wie in der Vergangenheit.",464,0.48,0.96,0.95,0.93,0.63,jev-1.13.0,1021,0.36
unbound,unbound pronoun,Wieso ist die schon wieder schwanger?,465,0.28,0.96,0.86,0.84,0.13,jev-1.13.0,990,0.36
unbound,unbound pronoun,Aber wo sind sie jetzt?,466,0.27,0.95,0.96,0.97,0.08,jev-1.13.0,982,0.32
unbound,unbound pronoun,"Es sind nur zwei Vergleiche, die zeigen: Nazi-Analogien treffen nicht zu, das passt einfach nicht.",467,0.67,0.93,0.9,0.79,0.7,jev-1.13.0,1051,0.3
unbound,unbound pronoun,"„Systeme neigen ja dazu, dass es immer schlimmer wird.",468,0.82,0.92,0.8,0.8,0.49,jev-1.13.0,1015,0.26
unbound,unbound pronoun,"Ich bin überrascht, ihn hier zu sehen, aber ich bin froh.",469,0.82,0.97,0.96,0.94,0.17,jev-1.13.0,1020,0.25
unbound,unbound pronoun,Er ist ehrenlos und hässlich.,470,0.89,0.97,0.93,0.85,0.05,jev-1.13.0,988,0.3
unbound,unbound pronoun,Er war sehr traurig und verzweifelt.,471,0.84,0.97,0.97,0.96,0.07,jev-1.13.0,993,0.24
unbound,unbound pronoun,"Wie ist es denn, also natürlich alles erst, wenn es legal ist.",472,0.42,0.75,0.69,0.52,0.39,jev-1.13.0,1020,0.33
unbound,unbound pronoun,Habt ihr eine Pizza bestellt?,473,0.93,0.97,0.94,0.96,0.09,jev-1.13.0,982,0.34
unbound,unbound pronoun,Keiner hat das geahnt und keiner war natürlich darauf vorbereitet.,474,0.56,0.97,0.94,0.92,0.41,jev-1.13.0,1015,0.3
unbound,unbound pronoun,Es ist die Strategie von Landeschef Rene Springer auf dem Weg zur Regierungsmacht.,475,0.61,0.94,0.89,0.83,0.43,jev-1.13.0,1036,0.26
unbound,unbound pronoun,Es ist also ein recht lockerer Zusammenschluss.,476,0.47,0.96,0.96,0.95,0.21,jev-1.13.0,1000,0.29
unbound,unbound pronoun,"Es ist immer gut, wenn man neben der gesetzlichen Rente, eine Betriebsrente hat oder private Altersvorsorge möglich ist.",477,0.93,0.97,0.92,0.82,0.25,jev-1.13.0,1067,0.28
unbound,unbound pronoun,Hier geht es um Dinge wie Absatzmärkte oder den Zugriff auf Rohstoffe.,478,0.68,0.96,0.95,0.95,0.61,jev-1.13.0,1027,0.24
unbound,unbound pronoun,Sie bilden neues Land und lassen die Insel bis heute wachsen.,479,0.44,0.96,0.92,0.84,0.19,jev-1.13.0,1014,0.22
unbound,unbound pronoun,Sie dürfen jetzt in Ihre Pause gehen.,480,0.93,0.97,0.93,0.87,0.41,jev-1.13.0,992,0.26
unbound,unbound pronoun,"Das heißt, wenn ich euch sehen will.",481,0.32,0.53,0.87,0.74,0.56,jev-1.13.0,992,0.28
unbound,unbound pronoun,Die meisten von uns werden im Krankenhaus sterben.,482,0.94,0.97,0.94,0.92,0.1,jev-1.13.0,999,0.28
control,passed every rule,Ich wollte mich unbedingt an dir rächen.,483,0.92,0.97,0.95,0.93,0.57,jev-1.13.0,997,0.3
control,passed every rule,Wenn der Enkel doch Kaiser geworden wäre?,484,0.66,0.9,0.87,0.85,0.27,jev-1.13.0,995,0.26
control,passed every rule,"Jetzt wollen wir mal sehen, was haben wir denn hier?",485,0.69,0.87,0.9,0.87,0.6,jev-1.13.0,1007,0.29
control,passed every rule,Mittlerweile wächst der Ausstoß klimaschädlicher Gase auch in Schwellen- und Entwicklungsländern rasant.,486,0.92,0.97,0.96,0.94,0.2,jev-1.13.0,1056,0.28
control,passed every rule,"Mach schnell, ich hab Seil nicht.",487,0.62,0.89,0.72,0.43,0.16,jev-1.13.0,989,0.24
control,passed every rule,Und dieser Wendepunkt wird sich in den kommenden Monaten herausstellen.,488,0.35,0.96,0.9,0.79,0.45,jev-1.13.0,1020,0.37
control,passed every rule,"Ich dachte, ich bekomme eine Überraschung.",489,0.9,0.96,0.95,0.92,0.14,jev-1.13.0,997,0.28
control,passed every rule,Die Templer haben Niederlassungen in ganz Mittel- und Westeuropa.,490,0.9,0.97,0.93,0.85,0.11,jev-1.13.0,1015,0.28
control,passed every rule,"Ihr Anführer ist Paul Kagame, ein Tutsi, der 1959 mit seiner Familie nach Uganda geflohen ist.",491,0.46,0.97,0.93,0.9,0.12,jev-1.13.0,1065,0.26
control,passed every rule,Am Wochenende darfst du keine Videospiele mehr spielen!,492,0.92,0.97,0.94,0.93,0.21,jev-1.13.0,1005,0.31
control,passed every rule,Das Wohnzimmer ist wirklich toll!,493,0.92,0.97,0.97,0.97,0.08,jev-1.13.0,983,0.36
control,passed every rule,"Aber lass mich dir das sagen: Was von Gott kommt, muss zurück zum ursprünglichen Plan.",494,0.81,0.95,0.89,0.86,0.69,jev-1.13.0,1048,0.36
control,passed every rule,Ich denke nur an Datteln und dann Reis und dann alles andere.,495,0.78,0.84,0.81,0.62,0.14,jev-1.13.0,1022,0.39
control,passed every rule,"Nein, mal im Ernst, welches Bild gefällt dir am besten?",496,0.35,0.96,0.93,0.92,0.89,jev-1.13.0,1014,0.3
control,passed every rule,"Und zwar mit Technologien, die eine motivierte, nur etwas weiterentwickelte Menschheit erreichen könnte, wenn sie ins All expandieren will.",497,0.26,0.51,0.88,0.79,0.96,jev-1.13.0,1081,0.36
control,passed every rule,"Die Wirklichkeit liegt hier also zwischen ""Vitamin-D-Mangel ist ein Mythos"" und ""Wir haben alle Vitamin-D-Mangel"".",498,0.84,0.96,0.93,0.9,0.4,jev-1.13.0,1060,0.33
control,passed every rule,"Aber ein wichtiger Punkt auch dazu, beachte bitte, dass Chat TPT und irgendein anderes Sprachmodell einen Text immer neu erfasst.",499,0.6,0.93,0.83,0.67,0.45,jev-1.13.0,1080,0.36
control,passed every rule,Darf ich meine Mama mitbringen?,500,0.89,0.96,0.95,0.96,0.11,jev-1.13.0,986,0.36
control,passed every rule,Dann bleibt alles gut nachvollziehbar.,501,0.55,0.97,0.93,0.91,0.24,jev-1.13.0,985,0.33
control,passed every rule,Ich habe gerade mit meiner Mutter gesprochen.,502,0.96,0.97,0.97,0.97,0.13,jev-1.13.0,994,0.36
control,passed every rule,Im Supermarkt lese ich deutsche Wörter.,503,0.94,0.97,0.91,0.85,0.07,jev-1.13.0,992,0.36
control,passed every rule,Eine generelle Bewertung von Minderheitsregierungen auf Bundesebene ist das nicht.,504,0.27,0.94,0.91,0.83,0.19,jev-1.13.0,1023,0.27
control,passed every rule,Diese Hochzeit ist Ich bin echt sauer.,505,0.55,0.32,0.33,0.13,0.48,jev-1.13.0,995,0.31
control,passed every rule,"Ja, ich wollte nicht, dass hier jemand unangemeldet reinkommt.",506,0.9,0.96,0.92,0.91,0.14,jev-1.13.0,1019,0.3
control,passed every rule,"Trump selbst steht dabei im Mittelpunkt und ist derjenige, auf den sich alles konzentriert.",507,0.62,0.97,0.93,0.93,0.63,jev-1.13.0,1039,0.29
control,passed every rule,"""verschlimmbessern"" ist eine Zusammensetzung der beiden Verben ""verbessern"" und ""verschlimmern"".",508,0.96,0.97,0.92,0.88,0.17,jev-1.13.0,1046,0.27
control,passed every rule,"Ich finde, aber- Florian, hat er recht?",509,0.33,0.59,0.71,0.56,0.52,jev-1.13.0,996,0.24
control,passed every rule,"Noch nicht, kann man sagen.",510,0.6,0.87,0.77,0.76,0.42,jev-1.13.0,984,0.28
control,passed every rule,Die neue Gemeinschaft nimmt Kontakt mit wichtigen Männern der katholischen Kirche auf.,511,0.83,0.97,0.95,0.92,0.8,jev-1.13.0,1032,0.29
control,passed every rule,"Mann, du schuldest mir was.",512,0.68,0.95,0.8,0.9,0.52,jev-1.13.0,986,0.27
control,passed every rule,In der Videobeschreibung findest du einen Link der dich zur Seite von italki bringt.,513,0.85,0.97,0.94,0.89,0.16,jev-1.13.0,1042,0.26
control,passed every rule,"Gravierende Folgen: Das Rennen zu den Sternen Sind wir wirklich einfach nur früh dran, werden uns andere früher oder später einholen.",514,0.67,0.58,0.76,0.5,0.64,jev-1.13.0,1085,0.26
control,passed every rule,Aber meinen Eltern habe ich noch nichts davon erzählt.,515,0.55,0.95,0.9,0.91,0.19,jev-1.13.0,1007,0.26
control,passed every rule,Alles was schon passiert ist zum Beispiel.,516,0.39,0.59,0.7,0.52,0.7,jev-1.13.0,992,0.28
control,passed every rule,"Ich glaub, du hast meine Rippen gebrochen.",517,0.92,0.96,0.87,0.9,0.12,jev-1.13.0,999,0.31
control,passed every rule,Wie kann man so schön sein?,518,0.83,0.96,0.92,0.9,0.13,jev-1.13.0,985,0.33
control,passed every rule,Klingt als hättest du damit nicht gerechnet.,519,0.58,0.92,0.89,0.88,0.62,jev-1.13.0,1003,0.31
control,passed every rule,Ich habe zufälligerweise zuhause beide Typen von Mirin.,520,0.9,0.97,0.9,0.86,0.13,jev-1.13.0,1010,0.27
control,passed every rule,"Die iranische Führung scheint zu hoffen, dass man mit Gewalt die Demonstrationen unterdrücken kann.",521,0.86,0.97,0.95,0.94,0.25,jev-1.13.0,1049,0.26
control,passed every rule,Europäer haben ein Talent für Krieg.,522,0.92,0.97,0.89,0.83,0.2,jev-1.13.0,991,0.27
control,passed every rule,"Kannst du mir zeigen, wie Busuu funktioniert?",523,0.91,0.97,0.96,0.96,0.12,jev-1.13.0,996,0.33
control,passed every rule,"Mehr zur Literatur der Aufklärung erfahrt ihr, wenn ihr hier klickt.",524,0.72,0.97,0.9,0.92,0.26,jev-1.13.0,1026,0.24
control,passed every rule,"Dieses Video ist besonders für Leute gedacht, die sich noch nie mit dem Thema beschäftigt haben.",525,0.93,0.97,0.96,0.94,0.34,jev-1.13.0,1044,0.26
control,passed every rule,"Durch Reisende wurde das Virus in die ganze Welt getragen, ist inzwischen auch in Europa angekommen.",526,0.77,0.92,0.81,0.6,0.24,jev-1.13.0,1047,0.27
control,passed every rule,"Ich will, dass du gar nichts sagst.",527,0.95,0.97,0.96,0.96,0.22,jev-1.13.0,995,0.25
control,passed every rule,"Sonstige Infos waren gleich: Mann mit Frau und Kind, angestellt, berufstätig.",528,0.6,0.92,0.85,0.73,0.18,jev-1.13.0,1030,0.4
control,passed every rule,"Und haben hässliche U-Bahn-Stationen, unansehnliche öffentliche Gebäude und weitläufige Einkaufszentren errichtet.",529,0.24,0.41,0.84,0.7,0.09,jev-1.13.0,1057,0.3
control,passed every rule,Bin ich hier der Bösewicht?,530,0.79,0.96,0.95,0.95,0.12,jev-1.13.0,984,0.27
control,passed every rule,Die Maschine gilt als unbezwingbar.,531,0.88,0.97,0.95,0.91,0.49,jev-1.13.0,986,0.42
control,passed every rule,"Je näher sich etwas an Lichtgeschwindigkeit bewegt, umso langsamer vergeht die Zeit dafür, in Relation zum Universum.",532,0.94,0.97,0.92,0.82,0.45,jev-1.13.0,1073,0.36
