sent,build,surface,initial,tag,st_xpos,md,md_repaired,st,acc,att_md_repaired,att_st,text
4976,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Arbeiten Sie noch oder sind Sie schon im Ruhestand? ch bin bereits im Ruehstand.
4976,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Arbeiten Sie noch oder sind Sie schon im Ruhestand? ch bin bereits im Ruehstand.
4977,subtitle,Wahres,0,NN,NN,wahres,wahres,Wahr,Wahr,1,1,Wie so oft bei Kalendersprüchenist da etwas Wahres dran.
4978,subtitle,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am 4. November 2011 wird in Eisenach eine Sparkasse überfallen.
4979,subtitle,Akten,0,NN,NN,Akte,akte,Akt,Akt,1,1,"Auch darüber steht nichts in den Akten, keine Aufzeichnung."
4980,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Die Nachricht, dass sie schwanger ist, war für mich 'ne Riesenüberraschung."
4980,subtitle,'ne,0,ART,ART,'ne,'ne,'ner,'ne,0,0,"Die Nachricht, dass sie schwanger ist, war für mich 'ne Riesenüberraschung."
4981,subtitle,einigen,0,PIAT,PIAT,einiger,einiger,einige,einige,1,1,Inzwischen ist es in einigen Ländern aber anders.
4982,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Nach der Schule hab ich im Gegensatz zu Nico studiert und das Studium dann mit ’ner sehr guten Note abgeschlossen.
4984,subtitle,sogenannte,0,ADJA,ADJA,sogenannter,sogenannter,sogenannt,sogenannt,1,1,"In Österreich ist diese Notrufabfrage schon Standard, und bei kleineren medizinischen Problemen werde ich dann an eine sogenannte Gesundheitshotline weitergeleitet, wo mich Pflegepersonal berät."
4984,subtitle,weitergeleitet,0,VVPP,VVPP,weitergeleiten,weitergeleitet,weiterleiten,weiterleiten,1,1,"In Österreich ist diese Notrufabfrage schon Standard, und bei kleineren medizinischen Problemen werde ich dann an eine sogenannte Gesundheitshotline weitergeleitet, wo mich Pflegepersonal berät."
4984,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"In Österreich ist diese Notrufabfrage schon Standard, und bei kleineren medizinischen Problemen werde ich dann an eine sogenannte Gesundheitshotline weitergeleitet, wo mich Pflegepersonal berät."
4985,subtitle,weißt,0,VVFIN,VVFIN,weißen,wissen,weißen,weißen,1,1,"Na ja, die Sache ist die: Du weißt es, auch ohne wirklich erklären zu können, wieso."
4986,subtitle,darfst,0,VMFIN,VMFIN,darfstn,darfst,dürfen,dürfen,1,1,Du darfst keine weißen Tennissocken in Sandalen tragen!
4987,subtitle,erste,0,ADJA,ADJA,erster,erster,erst,erst,1,1,"Erstens muss ich zugeben, dass Deutsch die erste Sprache war, die ich mir selber beigebracht habe."
4987,subtitle,mir,0,PPER,PRF,sich,sich,ich,ich,1,1,"Erstens muss ich zugeben, dass Deutsch die erste Sprache war, die ich mir selber beigebracht habe."
4988,subtitle,aufs,0,APPRART,ART,auf,auf,aufer,aufs,1,0,Ich gehe immer allein aufs Klo.
4990,subtitle,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Ansonsten machen wir eine kurze Wiederholung, bevor wir uns ins Vergnügen stürzen!"
4990,subtitle,ins,0,APPRART,ART,in,in,ecser,ins,1,0,"Ansonsten machen wir eine kurze Wiederholung, bevor wir uns ins Vergnügen stürzen!"
4994,subtitle,alle,0,PIAT,PIAT,aller,aller,alle,alle,1,1,Bis morgen Abend habe ich alle Hausaufgaben erledigt.
4995,subtitle,Gleichfalls,0,ADV,ADV,Gleichfall,gleichfall,gleichfalls,gleichfalls,1,1,"Ruan Jiaojiao, schon wieder du? Gleichfalls."
4996,subtitle,rechte,0,ADJA,ADJA,rechter,rechter,recht,recht,1,1,"Schon seit längerer Zeit arbeitet der rechte Rassemblement National daran, Frankreich komplett umzukrempeln."
4997,subtitle,Schwächsten,0,NN,NN,Schwächsten,schwächsten,Schwach,Schwächste,1,1,"Aber wenn es um den Schutz der Schwächsten unserer Gesellschaft geht, dann muss manchmal dieser Schutz erzwungen werden."
5001,subtitle,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Wir haben uns vor einem Jahr hier ein Haus in Frankfurt gekauft, in welchem wir mit unseren zwei kleinen Kindern wohnen."
5002,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Sie haben protestiert, sind in Streiks getreten und haben Verkehrswege blockiert, überall im Land."
5003,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Lasst uns aus den kleinen Böllern einen großen machen.
5004,subtitle,Sexszenen,0,NN,NN,Sexszen,sexszen,Sexszene,Sexszene,0,1,"Stört es Sie, diese Sexszenen zu spielen?"
5008,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Es hat mir schon immer viel Spaß gemacht, anderen beim Deutschlernen zu helfen, aber ich bin keine Deutschlehrerin von Beruf."
5008,subtitle,beim,0,APPRART,ART,bei,bei,beim,beim,1,1,"Es hat mir schon immer viel Spaß gemacht, anderen beim Deutschlernen zu helfen, aber ich bin keine Deutschlehrerin von Beruf."
5008,subtitle,Deutschlernen,0,NN,NN,Deutschlern,deutschlernen,Deutschlerne,Deutschlernen,1,0,"Es hat mir schon immer viel Spaß gemacht, anderen beim Deutschlernen zu helfen, aber ich bin keine Deutschlehrerin von Beruf."
5009,subtitle,früher,0,ADJD,ADJD,früh,früh,früher,früher,1,1,Hier ist alles genau wie früher.
5011,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Freust du dich, deinen Vater zu sehen?"
5013,subtitle,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Die Zahlen schwanken zwischen 20.000 und 200.000. Auf jeden Fall gibt es viele Opfer von Verbrechen.
5015,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Da stimme ich dir zu! Ich werde heute die Wohnung buchen und dann können wir morgen gleich losmachen.
5018,subtitle,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Ok, dann sehen wir uns morgen!"
5019,subtitle,eure,0,PPOSAT,PPOSAT,eur,eur,euer,euer,1,1,"Wenn eure E-Mail-Adresse deinemudder1111@mail.de lautet, dann lieber eine zweite aus Vor- und Nachnamen einrichten."
5019,subtitle,E-Mail-Adresse,0,NN,NN,E-Mail-Adres,e-mail-adres,E-Mail-Adresse,E-Mail-Adresse,0,1,"Wenn eure E-Mail-Adresse deinemudder1111@mail.de lautet, dann lieber eine zweite aus Vor- und Nachnamen einrichten."
5019,subtitle,lieber,0,ADV,ADV,lieber,lieber,lieb,lieb,1,1,"Wenn eure E-Mail-Adresse deinemudder1111@mail.de lautet, dann lieber eine zweite aus Vor- und Nachnamen einrichten."
5019,subtitle,zweite,0,ADJA,ADJA,zweiter,zweiter,zweit,zweit,1,1,"Wenn eure E-Mail-Adresse deinemudder1111@mail.de lautet, dann lieber eine zweite aus Vor- und Nachnamen einrichten."
5020,subtitle,nächstes,0,ADJA,NN,nächster,nächster,nah,nah,1,1,Als nächstes fahre ich zu Monika.
5022,subtitle,meisten,0,PIAT,PIAT,meister,meister,meist,meist,1,1,"Ende der 1970er war es nicht nur irgendein Hochsicherheitsgefängnis, sondern das, in dem einige der am meisten gefürchteten Terroristen des Landes untergebracht waren."
5023,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Was hat er zu dir gesagt?
5024,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Hör mir mal genau zu. Hier ist Achmed Güniz.
5027,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Auch die Menschen im Heim wollen so schnell wie möglich raus.
5028,subtitle,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,"Solange die Sonne noch scheint, können wir ihn vernichten."
5030,subtitle,1950er-Jahren,0,NN,NN,1950er-Jahr,1950er-jahr,1950er-Jahre,1950er-Jahre,1,1,"In den 1950er-Jahren wird eine Reihe von Doping-Skandalen aufgedeckt, bei denen Betrüger die Rennen beeinflussen."
5032,subtitle,erste,0,ADJA,ADJA,erster,erster,erst,erst,1,1,"Eine erste Etappe läuft parallel zur Bundesstraße, durch Wälder und Dörfer bis nach Ferdinandshof."
5032,subtitle,zur,0,APPRART,ART,zu,zu,zur,zu,1,1,"Eine erste Etappe läuft parallel zur Bundesstraße, durch Wälder und Dörfer bis nach Ferdinandshof."
5037,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Aber im Grunde genommen ist es eine tolle Möglichkeit, damit du danach dein freies Sprechen analysieren kannst."
5038,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Yara, es tut mir so leid."
5039,subtitle,durchgerissen,0,VVPP,VVPP,durchgerissen,durchgerissen,durchreißen,durchreißen,1,1,"Hier sagen wir also nicht, wer etwas durchgerissen hat."
5040,subtitle,Infos,0,NN,NN,Infos,infos,Info,Info,1,1,"Weitere Infos findet ihr hier in diesen Videos, da oben geht es um die Geschichte von Seuchen und Krankheiten."
5040,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Weitere Infos findet ihr hier in diesen Videos, da oben geht es um die Geschichte von Seuchen und Krankheiten."
5042,subtitle,willst,0,VVFIN,VVFIN,willen,willen,wollen,wollen,1,1,"Dad, wohin willst du? Wir wollen zu Hause etwas essen."
5044,subtitle,meisten,0,PIAT,PIAT,meister,meister,meist,meist,1,1,Das gilt auch für die meisten Fertig-Mikrowellengerichte.
5047,subtitle,zur,0,APPRART,ART,zu,zu,zur,zu,1,1,"Aber das andere passt sehr gut zur Frage: Was passiert, wenn wir den Klimawandel nicht in den Griff bekommen?"
5049,subtitle,glaubst,0,ADJD,VVFIN,glaubst,glaubst,glauben,glauben,1,1,"Was glaubst du, ich könnte dir Nachhilfestunden geben oder sowas hast du gedacht?"
5049,subtitle,dir,0,PPER,PRF,dir,dir,du,dir,1,1,"Was glaubst du, ich könnte dir Nachhilfestunden geben oder sowas hast du gedacht?"
5050,subtitle,Laubbäumen,0,NN,NN,Laubbäume,laubbäume,Laubbaum,Laubbaum,0,1,"Also, bei Laubbäumen etwa mit 120, 130 Jahren."
5051,subtitle,hybride,0,ADJA,ADJA,hybrid,hybrid,hybride,hybride,1,1,Aber es ist auf jeden Fall eine hybride Bedrohung.
5052,subtitle,früher,0,ADJD,ADV,früh,früh,früher,früher,1,1,Denn seit dem Tsunami von 2004 ist klar: Jede Minute früher kann Tausende von Menschenleben retten.
5053,subtitle,Pupsen,0,NN,NN,pupsen,pupsen,Pups,Pups,1,1,"Aber warum jetzt so mühsam H2S-Medikamente entwickeln, wenn man doch stattdessen einfach an Pupsen schnüffeln kann?"
5055,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Auch die Justizminister spielen im Hintergrund dabei eine Rolle.
5056,subtitle,sogenannten,0,ADJA,ADJA,sogenannter,sogenannter,sogenannt,sogenannt,1,1,"Dazu kommen Quellwasser und Wasser aus Seen, Talsperren und dem sogenannten Uferfiltrat."
5058,subtitle,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Zudem gilt für viele Politiker nach wie vor das Prinzip der Sicherheit.
5059,subtitle,vergisst,0,VVFIN,VVFIN,vergissen,vergisst,vergessen,vergessen,1,1,"Bei ner Reportage oder Doku oder wenn man mal vergisst, dass die Kamera da ist."
5062,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Setzt euch hin, ich bringe euch gleich alles."
5062,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Setzt euch hin, ich bringe euch gleich alles."
5064,subtitle,Missbrauch,0,NN,NN,Missbrauch,missbrauch,Mißbrauch,Mißbrauch,1,1,Der Vorwurf: 20-facher sexueller Missbrauch.
5065,subtitle,gauche,0,VVFIN,FM,gauchen,gauche,gauch,gauche,1,0,"Und links dann ""le côté gauche""."
5066,subtitle,mich,0,PRF,PPER,mich,mich,ich,ich,1,1,"Ich weiß nicht, was ich wissen will, ist denkst du, sie würde mich mitnehmen? الله Mutter Adell M. Das ist Frank."
5067,subtitle,dichter,0,NN,ADJD,Dichter,dichter,dicht,dicht,1,1,"'n bisschen dichter an Störtebecker, dann sollte es funktionieren."
5068,subtitle,dritte,0,ADJA,ADJA,dritter,dritter,dritt,dritt,1,1,"Die dritte Variante: Die SPD sagt, dass ist uns alles zu unsicher, was da bei euch abläuft."
5068,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Die dritte Variante: Die SPD sagt, dass ist uns alles zu unsicher, was da bei euch abläuft."
5068,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Die dritte Variante: Die SPD sagt, dass ist uns alles zu unsicher, was da bei euch abläuft."
5071,subtitle,böse,0,ADJD,ADJD,böse,böse,bös,bös,1,1,Das kann nur böse enden.
5073,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Wenn ich sage, “Du bist mir immer willkommen”, dann bedeutet das: Ich freue mich immer, wenn du mich besuchst."
5073,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Wenn ich sage, “Du bist mir immer willkommen”, dann bedeutet das: Ich freue mich immer, wenn du mich besuchst."
5073,subtitle,mich,0,PPER,PRF,mich,mich,ich,ich,1,1,"Wenn ich sage, “Du bist mir immer willkommen”, dann bedeutet das: Ich freue mich immer, wenn du mich besuchst."
5073,subtitle,besuchst,0,VVFIN,VVFIN,besuchsen,besuchst,besuchen,besuchen,1,1,"Wenn ich sage, “Du bist mir immer willkommen”, dann bedeutet das: Ich freue mich immer, wenn du mich besuchst."
5074,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Und im Laufe der Zeit habe ich endlich verstanden, wie das am besten für mich funktionierte."
5074,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Und im Laufe der Zeit habe ich endlich verstanden, wie das am besten für mich funktionierte."
5076,subtitle,einiger,0,PIAT,PIAT,einiger,einiger,einige,einige,1,1,"Das zeigt u.a. eine Studie, die das Bistum Essen vor einiger Zeit veröffentlichte."
5078,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ich persönlich traue ihr ziemlich viel zu: Mindestens Halbfinale, würde ich sagen."
5080,subtitle,hab's,0,VVFIN,VAFIN,hab's,hab's,habe'n,hab's,0,0,Ich hab's ja gerade eben beschrieben.
5081,subtitle,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,"Das gelingt einmal durch Handel, zum anderen eben durch Raubzüge der ersten."
5081,subtitle,ersten,0,ADJA,ADJA,erster,erster,erst,erst,1,1,"Das gelingt einmal durch Handel, zum anderen eben durch Raubzüge der ersten."
5083,subtitle,fünfte,0,ADJA,ADJA,fünfter,fünfter,fünft,fünft,1,1,Es fängt an mit einem D und hört auf mit einem E. Der fünfte Buchstabe ist ein T. Bonjour Papa.
5087,subtitle,umfänglicheren,0,ADJA,ADJA,umfänglicher,umfänglicher,umfänglich,umfänglich,1,1,"Genau, der hat den noch umfänglicheren Überblick als der CFO."
5089,subtitle,Ideologischen,0,NN,NN,Ideologischen,ideologischen,Ideologisch,Ideologisch,1,1,"Obwohl es ja eigentlich so ein nerdiges, sprachwissenschaftliches Thema sein sollte, ist es zu etwas hoch Emotionalem, Ideologischen geworden."
5090,subtitle,Anlass,0,NN,NN,Anlass,anlass,Anlaß,Anlaß,1,1,Sie brauchen nur einen kleinen Anlass und schreien dann sofort ganz wütend rum und können sich nicht beherrschen.
5093,subtitle,differenziert,0,ADJD,VVPP,differenziert,differenziert,differenzieren,differenzieren,1,1,"Sie sind zu vorsichtig bzw. zu differenziert, um sich einzumischen."
5094,subtitle,ihr,0,PPOSAT,PPER,ihr,ihr,sie,sie,1,1,"Ob das tatsächlich klappen könnte, auch darüber hab ich schon mal ein Video gemacht, ihr werdet's erahnt haben, das findet ihr oben auf dem ""i""."
5094,subtitle,werdet's,0,NN,VAFIN,Werdet's,werdet's,werdet'en,werden,0,0,"Ob das tatsächlich klappen könnte, auch darüber hab ich schon mal ein Video gemacht, ihr werdet's erahnt haben, das findet ihr oben auf dem ""i""."
5094,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ob das tatsächlich klappen könnte, auch darüber hab ich schon mal ein Video gemacht, ihr werdet's erahnt haben, das findet ihr oben auf dem ""i""."
5096,subtitle,uns,0,PPER,PRF,uns,uns,wir,wir,1,1,Wir haben uns jeden Tag gesehen.
5097,subtitle,Russland,1,NN,NE,Russland,russland,Rußland,Rußland,1,1,"Russland hat sich unter Jelzin in den Krieg eingemischt und Separatisten unterstützt, die sich völkerrechtswidrig von ihrem Land abspalten wollten."
5097,subtitle,abspalten,0,VVINF,VVINF,abspalten,abspalten,abspalen,abspalten,1,0,"Russland hat sich unter Jelzin in den Krieg eingemischt und Separatisten unterstützt, die sich völkerrechtswidrig von ihrem Land abspalten wollten."
5098,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,Statt “Ich bin fertig mit der Welt” kann man übrigens auch sagen: “Ich bin am Ende”.
5106,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Oh nein, heute ist der Tag, vor dem ich mich am meisten gefürchtet habe, tatsächlich gekommen."
5106,subtitle,meisten,0,PIS,PIS,meister,meister,meist,meist,1,1,"Oh nein, heute ist der Tag, vor dem ich mich am meisten gefürchtet habe, tatsächlich gekommen."
5108,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Und, wie ihr am Staatsstreich sehen könnt, ist sie sehr machtbewusst."
5108,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,"Und, wie ihr am Staatsstreich sehen könnt, ist sie sehr machtbewusst."
5108,subtitle,machtbewusst,0,NN,ADJD,machtbewussen,machtbewussen,machtbewusst,machtbewusst,0,1,"Und, wie ihr am Staatsstreich sehen könnt, ist sie sehr machtbewusst."
5111,subtitle,Pils,0,NN,NN,Pil,pil,Pils,Pils,1,1,Da sie auch Kölsche Braumeister für Kölsch und nicht Kölner für Pils anstellen Ist auch hier die direkte Kostenzurechnung möglich.
5116,subtitle,was,0,PRELS,PRELS,wer,wer,was,was,1,1,"Wasser ist genau das, was Mikroorganismen brauchen, wo sich sich vermehren."
5116,subtitle,Mikroorganismen,0,NN,NN,Mikroorganisme,mikroorganisme,Mikroorganismus,Mikroorganismus,0,1,"Wasser ist genau das, was Mikroorganismen brauchen, wo sich sich vermehren."
5117,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Ich habe so einen Mini-Bruchteil von dem gehabt, was ihr so jeden Tag habt und auf einem viel krasseren Level."
5117,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ich habe so einen Mini-Bruchteil von dem gehabt, was ihr so jeden Tag habt und auf einem viel krasseren Level."
5117,subtitle,krasseren,0,ADJA,ADJA,krasser,krasser,krass,krass,1,1,"Ich habe so einen Mini-Bruchteil von dem gehabt, was ihr so jeden Tag habt und auf einem viel krasseren Level."
5118,subtitle,Besondere,0,NN,NN,besondere,besondere,Besonderes,Besonderes,1,1,Das Besondere dabei ist: Als sogenannte Leguminosen oder Schmetterlingsblüter sind sie nicht auf Stickstoff aus der Erde angewiesen.
5118,subtitle,sogenannte,0,ADJA,ADJA,sogenannter,sogenannter,sogenannt,sogenannt,1,1,Das Besondere dabei ist: Als sogenannte Leguminosen oder Schmetterlingsblüter sind sie nicht auf Stickstoff aus der Erde angewiesen.
5118,subtitle,Leguminosen,0,NN,NN,Leguminosen,leguminosen,Leguminose,Leguminose,1,0,Das Besondere dabei ist: Als sogenannte Leguminosen oder Schmetterlingsblüter sind sie nicht auf Stickstoff aus der Erde angewiesen.
5118,subtitle,angewiesen,0,VVPP,VVPP,anweisen,anweisen,angewiesen,angewiesen,1,1,Das Besondere dabei ist: Als sogenannte Leguminosen oder Schmetterlingsblüter sind sie nicht auf Stickstoff aus der Erde angewiesen.
5119,subtitle,Besondere,0,NN,NN,besondere,besondere,Besonderes,Besonderes,1,1,"Das Besondere an diesem Adjektiv ist aber, dass es meistens Orte beschreibt, die draußen sind."
5122,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Das Video ist gleich vorbei, das tut mir jetzt aber leid."
5123,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Seht sie euch nur an. Geht jetzt vorwärts.
5123,subtitle,Geht,0,VVFIN,VVFIN,gehen,gehen,geht,gehen,1,1,Seht sie euch nur an. Geht jetzt vorwärts.
5124,subtitle,dir,0,PPER,PRF,dir,dir,du,dir,1,1,Wir finden dir einen anderen Mann.
5125,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Jonas ist auf einem Bauernhof aufgewachsen, aber Käse macht er zum ersten Mal."
5125,subtitle,ersten,0,ADJA,ADJA,erster,erster,erst,erst,1,1,"Jonas ist auf einem Bauernhof aufgewachsen, aber Käse macht er zum ersten Mal."
5126,subtitle,eroberte,0,ADJA,ADJA,erobert,erobert,erobern,erobern,1,1,Es geht nicht nur um eroberte Gebiete oder religiöse Konflikte.
5128,subtitle,Tipp,0,NN,NN,Tipp,tipp,Tip,Tip,1,1,"Und hier kommt ein Tipp, der so einfach ist, dass man ihn leicht unterschätzt, aber er ist mega effektiv."
5128,subtitle,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,"Und hier kommt ein Tipp, der so einfach ist, dass man ihn leicht unterschätzt, aber er ist mega effektiv."
5130,subtitle,Angehörige,0,NN,NN,angehörig,angehörig,Angehörige,Angehörige,1,1,"Seine Morde haben nicht nur für die Opfer und Angehörige Auswirkungen, sondern auch in ganz anderer Hinsicht auf die Gesellschaft."
5132,subtitle,gibt's,0,VVFIN,VVFIN,gibt'sn,geben,gibte'n,gibten,1,0,Solche Systeme gibt's bisher auch schon.
5133,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Steffi Lemke ist von den Grünen und seit knapp einem Jahr im Amt.
5135,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Also, was sagst du? 1 Jahr sollte ausreichen, damit Sarah dich vergisst."
5135,subtitle,vergisst,0,VVFIN,VVFIN,vergissen,vergisst,vergessen,vergessen,1,1,"Also, was sagst du? 1 Jahr sollte ausreichen, damit Sarah dich vergisst."
5143,subtitle,Russland,0,NN,NE,Russland,russland,Rußland,Rußland,1,1,"Ende der 1990er-Jahre war Russland in eine tiefe Wirtschaftskrise gerutscht, auch Rubelkrise genannt."
5144,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Heute arbeite er nur noch ungern im Bereich des Sexualstrafrechts.
5145,subtitle,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am Ende trug ein Underdog den Sieg davon: der Leichtwasserreaktor.
5146,subtitle,Einfluss,0,NN,NN,Einfluss,einfluss,Einfluß,Einfluß,1,1,"Das bedeutet, er kümmert sich mehr um Geld und Einfluss als um den Seelenfrieden."
5148,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,Im True-Crime-Podcast von Bayern 3 darf Stevens seine Mandantin quasi noch mal verteidigen. (Podcast) Sie wollte wohl aus einem Familienclan ausbrechen.
5151,subtitle,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am Ende wurde Castillo tatsächlich seines Amtes enthoben und verhaftet.
5151,subtitle,enthoben,0,VVPP,VVPP,enthoben,enthoben,entheben,entheben,1,1,Am Ende wurde Castillo tatsächlich seines Amtes enthoben und verhaftet.
5153,subtitle,Zum,1,APPRART,APPR,zu,zu,zum,zum,1,1,"Zum Beispiel gibt es da diesen Moment in der Mühle, wo Tilo dann auf einmal in diesem Mehlstaub steht."
5154,subtitle,überlässt,0,VVFIN,VVFIN,überlässen,überlässt,überlassen,überlassen,1,1,Das überlässt man dem Markt.
5156,subtitle,Proteine,0,NN,NN,Protein,protein,Proteine,Proteine,1,1,Mit dieser neuen Form kann es jetzt auch an weitere Proteine binden und dadurch eine kleine Kaskade in Gang setzen.
5157,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Es liegt nicht an dir Rudi.
5159,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,Das Gericht verurteilt die beiden unter anderem wegen der Verabredung zum Mord zu Freiheitsstrafen.
5163,subtitle,mitzuerleben,0,VVINF,VVIZU,mitzuerleben,mitzuerleben,miterleben,miterleben,1,1,"Also, alles mal so live mitzuerleben, hammer."
5166,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Du solltest dich mir vorsehen, wenn du Seide trägst."
5166,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Du solltest dich mir vorsehen, wenn du Seide trägst."
5166,subtitle,trägst,0,VVFIN,VVFIN,trägstn,trägst,tragen,tragen,1,1,"Du solltest dich mir vorsehen, wenn du Seide trägst."
5168,subtitle,böse,0,ADJD,ADJD,böse,böse,bös,bös,1,1,"Aber ich weiß, dass du es nicht böse gemeint hast."
5172,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,In vielen Fällen hat “abchecken” aber auch die Bedeutung “kontrollieren” oder “untersuchen”.
5174,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Warum hast du mir das nicht schon vorher gezeigt?
5175,subtitle,abgelaufen,0,VVPP,VVPP,ablaufen,ablaufen,abgelaufen,abgelaufen,1,1,"Dann kommt der Gläubiger wieder und sagt: abgelaufen, bitte eine neue."
5175,subtitle,bitte,0,ADV,VVFIN,bitte,bitte,bitten,bitten,1,1,"Dann kommt der Gläubiger wieder und sagt: abgelaufen, bitte eine neue."
5176,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Experten sagen uns, wir könnten am Rhein, am Oberrhein insbesondere, durchaus noch 1, 2 Flusskraftwerke bauen, um Strom zu erzeugen."
5176,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,"Experten sagen uns, wir könnten am Rhein, am Oberrhein insbesondere, durchaus noch 1, 2 Flusskraftwerke bauen, um Strom zu erzeugen."
5176,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,"Experten sagen uns, wir könnten am Rhein, am Oberrhein insbesondere, durchaus noch 1, 2 Flusskraftwerke bauen, um Strom zu erzeugen."
5177,subtitle,Zum,1,APPRART,ART,zu,zu,zum,zum,1,1,"Zum einen was das Land angeht, zum anderen aber auch, was das Regime betrifft."
5177,subtitle,einen,0,PIS,PIS,einer,einer,ein,ein,1,1,"Zum einen was das Land angeht, zum anderen aber auch, was das Regime betrifft."
5177,subtitle,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,"Zum einen was das Land angeht, zum anderen aber auch, was das Regime betrifft."
5178,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Dann kommst du zu uns.
5184,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Mehr findet ihr unten in der Infobox.
5189,subtitle,Niedersächsischen,0,ADJA,ADJA,Niedersächsischen,niedersächsischen,niedersächsisch,niedersächsisch,1,1,Elke Richlick ist Leiterin des Niedersächsischen Landesinstituts für schulische Qualitätsentwicklung.
5189,subtitle,Landesinstituts,0,NN,NN,Landesinstitut,landesinstitut,Landesinstituts,Landesinstitut,1,1,Elke Richlick ist Leiterin des Niedersächsischen Landesinstituts für schulische Qualitätsentwicklung.
5192,subtitle,keiner,0,PIS,PIS,keiner,keiner,kein,kein,1,1,"Also: unter dem Gefrierpunkt der Gase in der Atmosphäre. (Bewegende Musik) Jetzt beginnt ein schaurig-schönes Schauspiel, das leider aber keiner mehr zu sehen bekommt."
5195,subtitle,Am,0,APPRART,APPR,an,an,Am,Am,1,1,Das bedeutet: Am Stuttgarter Bahnhof funktionierte gar nichts mehr.
5198,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Was mich betrifft, Ihr Männer kennt mich nicht."
